dataset,seq,frame,type,class,track_id,gt_id_new,old_hid,top1,top2,margin,no_box,cos_theta,r_v,v_obs_norm,sigma_norm,n_neighbor,geom_020
SportsMOT,V071,192,switch,S_c,3297,9,3286,0.0005,0.0000,0.0005,0,,,,0.1414,,0
SportsMOT,V071,344,switch,S_c,3298,1,3290,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V071,345,switch,S_c,3299,3,3294,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V071,348,switch,S_c,3300,2,3292,0.1706,0.0455,0.1251,0,,,,0.1414,,0
SportsMOT,V071,349,switch,S_r,3285,5,3293,0.9004,0.4920,0.4084,0,0.9703,1.481531,0.0446,0.0581,3.0,0
SportsMOT,V071,349,switch,S_r,3293,7,3285,0.9312,0.4487,0.4825,0,0.9998,1.999547,0.0129,0.0590,3.0,0
SportsMOT,V072,30,switch,S_r,3306,0,3303,0.9321,0.7215,0.2107,0,0.9963,1.601347,0.0249,0.0550,2.0,0
SportsMOT,V072,32,switch,S_r,3303,1,3306,0.7964,0.6502,0.1461,0,,,0.0539,0.0628,2.0,1
SportsMOT,V072,83,switch,S_h,3303,2,3305,0.5343,0.4258,0.1086,0,,,,0.0611,,1
SportsMOT,V072,87,switch,S_c,3311,1,3303,0.4657,0.4535,0.0122,0,,,,0.1414,,1
SportsMOT,V072,130,switch,S_c,3312,6,3301,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V072,135,switch,S_c,3313,8,3310,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V072,141,switch,S_c,3314,9,3308,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V072,435,switch,S_r,3314,2,3303,0.9171,0.4154,0.5017,0,0.9917,1.302421,0.0747,0.0568,3.0,0
SportsMOT,V072,435,switch,S_r,3303,9,3314,0.9202,0.5096,0.4105,0,0.9799,1.441983,0.0372,0.0566,3.0,0
SportsMOT,V072,571,switch,S_r,3315,3,3307,0.7126,0.1609,0.5517,0,,,0.0282,0.0610,1.0,0
SportsMOT,V072,583,switch,S_r,3304,3,3307,0.8601,0.5415,0.3186,0,0.6026,1.243732,0.0471,0.0590,2.0,0
SportsMOT,V072,583,switch,S_r,3315,4,3304,0.8896,0.4466,0.4431,0,0.9350,2.355758,0.0135,0.0562,2.0,0
SportsMOT,V073,37,switch,S_r,3323,3,3324,0.7698,0.0363,0.7335,0,0.8978,2.384623,0.0560,0.0515,2.0,0
SportsMOT,V073,38,switch,S_c,3327,4,3323,0.4329,0.0392,0.3936,0,,,,0.1414,,0
SportsMOT,V073,198,switch,S_r,3321,1,3319,0.9134,0.4657,0.4477,0,-0.2997,1.463741,0.0108,0.0583,1.0,0
SportsMOT,V073,198,switch,S_r,3319,5,3321,0.9552,0.4327,0.5225,0,0.9954,1.091828,0.0412,0.0570,1.0,0
SportsMOT,V073,231,switch,S_r,3318,5,3319,0.6287,0.6082,0.0206,0,0.9409,12.589656,0.1366,0.0562,4.0,1
SportsMOT,V073,232,switch,S_h,3319,5,3319,0.4779,0.4214,0.0565,0,,,,0.0692,,1
SportsMOT,V073,425,switch,S_r,3323,0,3318,0.8611,0.3352,0.5258,0,0.9739,1.851198,0.0441,0.0602,2.0,0
SportsMOT,V073,430,switch,S_h,3318,3,3323,0.6116,0.1588,0.4528,0,,,,0.0648,,0
SportsMOT,V073,448,switch,S_r,3322,3,3318,0.9279,0.4978,0.4301,0,,,0.0215,0.0556,3.0,0
SportsMOT,V073,448,switch,S_r,3318,8,3322,0.8870,0.5002,0.3869,0,0.8602,1.174845,0.0490,0.0591,2.0,0
SportsMOT,V073,500,switch,S_c,3328,7,3317,0.1368,0.0000,0.1368,0,,,,0.1414,,0
SportsMOT,V073,559,switch,S_c,3329,5,3319,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V073,767,switch,S_c,3331,2,3326,0.6668,0.1423,0.5245,0,,,,0.1414,,0
SportsMOT,V074,53,switch,S_c,3344,10,3335,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V074,186,switch,S_c,3345,9,3343,0.5459,0.1148,0.4311,0,,,,0.1414,,0
SportsMOT,V074,188,switch,S_r,3345,6,3340,0.8567,0.4415,0.4152,0,0.9963,1.311107,0.0675,0.0617,2.0,0
SportsMOT,V074,188,switch,S_r,3340,9,3345,0.9853,0.5036,0.4817,0,0.9997,1.008200,0.0600,0.0596,2.0,0
SportsMOT,V074,283,switch,S_r,3336,1,3338,0.8168,0.5361,0.2806,0,0.8618,2.137037,0.0680,0.0590,1.0,0
SportsMOT,V074,283,switch,S_r,3338,2,3336,0.8864,0.5844,0.3020,0,0.8952,1.079237,0.0263,0.0545,1.0,0
SportsMOT,V074,300,switch,S_r,3338,1,3336,0.9143,0.4568,0.4575,0,-0.9830,2.464835,0.0124,0.0566,1.0,0
SportsMOT,V074,300,switch,S_r,3336,2,3338,0.9422,0.5223,0.4199,0,0.9469,1.343843,0.0159,0.0568,1.0,0
SportsMOT,V074,359,switch,S_c,3346,5,3339,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V074,364,switch,S_c,3347,7,3341,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V074,394,switch,S_c,3348,8,3342,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V074,487,switch,S_r,3345,5,3346,0.7925,0.5421,0.2504,0,,,0.0468,0.0589,1.0,0
SportsMOT,V074,487,switch,S_r,3346,6,3345,0.7602,0.5049,0.2553,0,0.5487,1.224693,0.0511,0.0572,1.0,0
SportsMOT,V074,570,switch,S_c,3349,8,3348,0.0642,0.0000,0.0642,0,,,,0.1414,,0
SportsMOT,V074,594,switch,S_c,3350,7,3347,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V074,598,switch,S_c,3351,10,3344,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V075,71,switch,S_c,3364,0,3353,0.1142,0.0000,0.1142,0,,,,0.1414,,0
SportsMOT,V075,82,switch,S_r,3359,6,3358,0.8147,0.7069,0.1078,0,-0.0913,1.173981,0.0311,0.0495,3.0,1
SportsMOT,V075,84,switch,S_r,3361,7,3359,0.8781,0.7636,0.1145,0,0.5548,1.684553,0.0335,0.0541,2.0,1
SportsMOT,V075,85,switch,S_h,3358,11,3361,0.5916,0.5580,0.0336,0,,,,0.0819,,1
SportsMOT,V075,151,switch,S_r,3365,10,3362,0.9004,0.0000,0.9004,0,,,0.0308,0.0613,0.0,0
SportsMOT,V075,158,switch,S_r,3366,6,3359,0.9021,0.0000,0.9021,0,0.9999,1.157964,0.1008,0.0602,0.0,0
SportsMOT,V075,190,switch,S_r,3352,0,3364,0.5807,0.3635,0.2171,0,0.1655,4.056629,0.0236,0.0630,2.0,0
SportsMOT,V075,190,switch,S_r,3364,2,3352,0.8798,0.4147,0.4651,0,0.9319,1.564881,0.0624,0.0552,2.0,0
SportsMOT,V075,201,switch,S_c,3367,10,3365,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V075,217,switch,S_r,3360,7,3361,0.8567,0.7478,0.1089,0,0.2966,1.364322,0.0764,0.0511,1.0,1
SportsMOT,V075,220,switch,S_r,3361,8,3360,0.8343,0.5691,0.2651,0,0.9068,1.669555,0.0904,0.0571,1.0,0
SportsMOT,V075,221,switch,S_r,3360,6,3366,0.9315,0.5257,0.4058,0,0.9883,1.067107,0.0543,0.0563,1.0,0
SportsMOT,V075,221,switch,S_r,3361,7,3360,0.7935,0.7031,0.0905,0,0.4161,1.930411,0.0491,0.0552,1.0,1
SportsMOT,V075,227,switch,S_r,3366,7,3361,0.7353,0.5788,0.1565,0,,,0.0505,0.0580,2.0,1
SportsMOT,V075,243,switch,S_r,3361,7,3366,0.9794,0.3005,0.6789,0,0.9017,1.012231,0.0153,0.0565,2.0,0
SportsMOT,V075,243,switch,S_r,3366,8,3361,0.9736,0.5075,0.4661,0,0.9830,1.064080,0.0430,0.0576,2.0,0
SportsMOT,V075,258,switch,S_c,3368,2,3364,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V076,23,switch,S_c,3378,8,3377,0.2431,0.0007,0.2424,0,,,,0.1414,,0
SportsMOT,V076,31,switch,S_c,3382,11,3377,0.1602,0.0000,0.1602,0,,,,0.1414,,0
SportsMOT,V076,39,switch,S_c,3392,10,3377,0.1954,0.0000,0.1954,0,,,,0.1414,,0
SportsMOT,V076,46,switch,S_r,3374,3,3372,0.4377,0.3267,0.1110,0,0.9995,3.283559,0.2153,0.0567,2.0,1
SportsMOT,V076,47,switch,S_c,3393,5,3374,0.3033,0.0000,0.3033,0,,,,0.1414,,0
SportsMOT,V076,48,switch,S_r,3373,3,3374,0.2897,0.2401,0.0497,0,0.5004,10.427298,0.2627,0.0588,2.0,1
SportsMOT,V076,49,switch,S_c,3394,4,3373,0.4804,0.0000,0.4804,0,,,,0.1414,,0
SportsMOT,V076,74,switch,S_c,3395,0,3370,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V076,88,switch,S_c,3396,1,3371,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V076,174,switch,S_r,3394,0,3395,0.9231,0.4907,0.4324,0,0.9753,2.019139,0.0249,0.0597,1.0,0
SportsMOT,V076,174,switch,S_r,3395,4,3394,0.9239,0.4292,0.4948,0,0.9949,1.325886,0.0475,0.0567,1.0,0
SportsMOT,V076,337,switch,S_r,3393,4,3395,0.9098,0.4308,0.4790,0,0.9807,1.247691,0.0647,0.0573,1.0,0
SportsMOT,V076,337,switch,S_r,3395,5,3393,0.9460,0.4477,0.4983,0,0.9768,1.488863,0.0498,0.0588,1.0,0
SportsMOT,V077,3,switch,S_r,3415,18,3405,0.6986,0.4436,0.2550,0,0.2534,1.053944,0.1164,0.0586,1.0,0
SportsMOT,V077,4,switch,S_c,3417,19,3415,0.0850,0.0000,0.0850,0,,,,0.1414,,0
SportsMOT,V077,5,switch,S_r,3417,18,3415,0.7134,0.6185,0.0949,0,,,0.1267,0.0589,1.0,1
SportsMOT,V077,6,switch,S_c,3418,19,3415,0.0709,0.0000,0.0709,0,,,,0.1414,,0
SportsMOT,V077,7,switch,S_r,3418,18,3417,0.7407,0.5896,0.1510,0,,,0.1147,0.0596,1.0,1
SportsMOT,V077,8,switch,S_c,3419,19,3415,0.1012,0.0000,0.1012,0,,,,0.1414,,0
SportsMOT,V077,9,switch,S_r,3419,18,3418,0.7443,0.7148,0.0294,0,,,0.1001,0.0610,1.0,1
SportsMOT,V077,10,switch,S_c,3420,19,3415,0.1237,0.0000,0.1237,0,,,,0.1414,,0
SportsMOT,V077,11,switch,S_r,3420,18,3419,0.6929,0.6616,0.0313,0,,,0.0946,0.0611,1.0,1
SportsMOT,V077,12,switch,S_c,3421,19,3415,0.1589,0.0000,0.1589,0,,,,0.1414,,0
SportsMOT,V077,13,switch,S_r,3421,18,3420,0.7072,0.6442,0.0630,0,,,0.1076,0.0589,1.0,1
SportsMOT,V077,14,switch,S_c,3422,19,3415,0.1860,0.0000,0.1860,0,,,,0.1414,,0
SportsMOT,V077,15,switch,S_r,3422,18,3421,0.7565,0.6652,0.0913,0,,,0.1040,0.0595,1.0,1
SportsMOT,V077,16,switch,S_c,3423,19,3415,0.1697,0.0000,0.1697,0,,,,0.1414,,0
SportsMOT,V077,17,switch,S_r,3423,18,3422,0.7390,0.6479,0.0911,0,,,0.0999,0.0592,1.0,1
SportsMOT,V077,18,switch,S_c,3424,19,3415,0.2316,0.0000,0.2316,0,,,,0.1414,,0
SportsMOT,V077,19,switch,S_r,3424,18,3423,0.7403,0.5918,0.1485,0,,,0.1109,0.0606,1.0,1
SportsMOT,V077,20,switch,S_c,3425,19,3415,0.2354,0.0000,0.2354,0,,,,0.1414,,0
SportsMOT,V077,39,switch,S_r,3425,18,3424,0.9857,0.5308,0.4548,0,0.9998,1.016999,0.1181,0.0578,1.0,0
SportsMOT,V077,39,switch,S_r,3424,19,3425,0.8388,0.4539,0.3850,0,0.9970,1.316351,0.0904,0.0575,1.0,0
SportsMOT,V077,134,switch,S_c,3426,12,3412,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,159,switch,S_c,3427,13,3401,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,162,switch,S_c,3428,16,3409,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,163,switch,S_c,3429,19,3424,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,170,switch,S_c,3430,18,3425,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,171,switch,S_c,3431,17,3403,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,182,switch,S_c,3432,15,3404,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,246,switch,S_r,3432,17,3431,0.7913,0.5782,0.2131,0,0.4726,1.677364,0.0572,0.0553,2.0,0
SportsMOT,V077,247,switch,S_r,3431,15,3432,0.8878,0.3278,0.5600,0,0.9641,1.026836,0.0966,0.0610,2.0,0
SportsMOT,V077,271,switch,S_c,3434,8,3416,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,291,switch,S_c,3435,4,3397,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,321,switch,S_r,3436,1,3398,0.9464,0.0000,0.9464,0,,,0.0059,0.0634,0.0,0
SportsMOT,V077,332,switch,S_c,3437,2,3414,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,342,switch,S_c,3439,0,3400,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,342,switch,S_r,3438,3,3407,0.8388,0.3431,0.4956,0,1.0000,1.070449,0.2845,0.0564,1.0,0
SportsMOT,V077,382,switch,S_c,3440,16,3428,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,395,switch,S_c,3441,17,3432,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,402,switch,S_c,3442,15,3431,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,403,switch,S_c,3443,18,3430,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,405,switch,S_c,3445,19,3429,0.0580,0.0000,0.0580,0,,,,0.1414,,0
SportsMOT,V077,512,switch,S_c,3452,20,3449,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V077,536,switch,S_r,3454,12,3426,0.8652,0.0000,0.8652,0,,,0.0216,0.0615,0.0,0
SportsMOT,V078,138,switch,S_c,3477,6,3463,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V078,157,switch,S_c,3478,1,3462,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V078,193,switch,S_c,3479,17,3472,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V078,196,switch,S_c,3480,15,3459,0.0318,0.0000,0.0318,0,,,,0.1414,,0
SportsMOT,V078,205,switch,S_c,3481,20,3475,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V078,220,switch,S_c,3482,19,3474,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V078,298,switch,S_r,3483,18,3473,0.8512,0.0000,0.8512,0,,,0.0094,0.0624,0.0,0
SportsMOT,V078,431,switch,S_c,3498,10,3458,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,158,switch,S_r,3506,5,3501,0.6498,0.4754,0.1744,0,-0.9287,3.289438,0.1028,0.0552,1.0,1
SportsMOT,V079,159,switch,S_c,3520,11,3506,0.0847,0.0000,0.0847,0,,,,0.1414,,0
SportsMOT,V079,172,switch,S_c,3521,3,3499,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,174,switch,S_c,3522,4,3502,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,186,switch,S_c,3523,1,3510,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,216,switch,S_c,3525,15,3518,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,236,switch,S_c,3526,14,3516,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,239,switch,S_c,3527,4,3522,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,244,switch,S_r,3506,11,3520,0.4658,0.4414,0.0244,0,0.7358,1.368625,0.3872,0.0557,1.0,1
SportsMOT,V079,245,switch,S_c,3528,17,3519,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,248,switch,S_c,3538,16,3517,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,250,switch,S_h,3508,10,3511,0.0000,0.0000,0.0000,0,,,,0.0759,,0
SportsMOT,V079,252,switch,S_h,3503,9,3508,0.0000,0.0000,0.0000,0,,,,0.0673,,0
SportsMOT,V079,260,switch,S_c,3595,17,3519,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,263,switch,S_c,3604,18,3528,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,268,switch,S_c,3609,10,3511,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,269,switch,S_c,3610,13,3513,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,318,switch,S_c,3611,10,3609,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,332,switch,S_c,3612,8,3503,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,333,switch,S_r,3612,9,3503,0.5644,0.0000,0.5644,0,,,0.0600,0.0745,0.0,0
SportsMOT,V079,334,switch,S_c,3613,8,3503,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,347,switch,S_c,3614,3,3521,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,356,switch,S_c,3615,11,3506,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,362,switch,S_c,3616,5,3506,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,423,switch,S_r,3617,12,3509,0.8272,0.0000,0.8272,0,,,0.0215,0.0614,0.0,0
SportsMOT,V079,543,switch,S_c,3618,14,3526,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,586,switch,S_c,3619,3,3614,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,605,switch,S_c,3620,13,3610,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V079,627,switch,S_c,3621,9,3612,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V080,146,switch,S_c,3670,2,3622,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V080,148,switch,S_h,3634,9,3631,0.0000,0.0000,0.0000,0,,,,0.0657,,0
SportsMOT,V080,148,switch,S_c,3679,12,3635,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V080,150,switch,S_c,3685,13,3626,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V080,212,switch,S_c,3687,6,3630,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V080,282,switch,S_c,3689,1,3625,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V080,289,switch,S_c,3702,18,3638,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V080,291,switch,S_c,3705,16,3636,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,81,switch,S_c,3729,7,3713,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,166,switch,S_c,3742,10,3719,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,168,switch,S_c,3751,4,3714,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,168,switch,S_c,3748,5,3715,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,184,switch,S_c,3783,2,3718,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,185,switch,S_c,3788,1,3721,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,187,switch,S_c,3791,1,3721,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,190,switch,S_h,3788,3,3724,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,192,switch,S_c,3804,0,3712,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,195,switch,S_c,3810,6,3720,0.1106,0.0000,0.1106,0,,,,0.1414,,0
SportsMOT,V081,196,switch,S_c,3813,11,3722,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,198,switch,S_c,3817,3,3788,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,245,switch,S_r,3819,7,3729,0.8881,0.1016,0.7865,0,0.9871,1.270641,0.0639,0.0592,1.0,0
SportsMOT,V081,314,switch,S_c,3821,11,3813,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,319,switch,S_c,3822,12,3717,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,334,switch,S_c,3823,8,3716,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,339,switch,S_c,3824,17,3728,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,340,switch,S_c,3825,16,3726,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,343,switch,S_c,3826,15,3725,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,348,switch,S_c,3827,18,3727,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,382,switch,S_c,3828,7,3819,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,399,switch,S_c,3829,9,3723,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,453,switch,S_c,3830,4,3751,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V081,456,switch,S_c,3831,5,3748,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,48,switch,S_c,3848,11,3846,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,90,switch,S_r,3849,11,3848,0.8702,0.0000,0.8702,0,,,0.0299,0.0639,0.0,0
SportsMOT,V082,230,switch,S_c,3857,8,3841,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,257,switch,S_r,3858,7,3833,0.9185,0.0000,0.9185,0,,,0.0114,0.0610,0.0,0
SportsMOT,V082,261,switch,S_c,3859,5,3834,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,377,switch,S_c,3861,16,3851,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,385,switch,S_c,3880,19,3860,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,398,switch,S_h,3853,15,3850,0.0000,0.0000,0.0000,0,,,,0.0720,,0
SportsMOT,V082,407,switch,S_c,4002,9,3843,,,,1,,,,,,
SportsMOT,V082,409,switch,S_c,4016,3,3839,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,413,switch,S_c,4049,10,3844,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,414,switch,S_c,4056,10,3844,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,415,switch,S_c,4057,6,3838,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,416,switch,S_c,4065,11,3849,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,416,switch,S_c,4063,16,3851,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,417,switch,S_c,4068,4,3842,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,417,switch,S_c,4071,10,3844,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,417,switch,S_c,4069,13,3840,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,418,switch,S_c,4074,10,3844,0.0197,0.0000,0.0197,0,,,,0.1414,,0
SportsMOT,V082,418,switch,S_c,4073,12,3845,0.0055,0.0000,0.0055,0,,,,0.1414,,0
SportsMOT,V082,418,switch,S_c,4072,15,3850,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V082,419,switch,S_c,4075,10,3844,0.1425,0.0000,0.1425,0,,,,0.1414,,0
SportsMOT,V082,420,switch,S_c,4076,10,3844,0.2199,0.0000,0.2199,0,,,,0.1414,,0
SportsMOT,V082,423,switch,S_c,4079,8,3857,0.3828,0.0000,0.3828,0,,,,0.1414,,0
SportsMOT,V083,392,switch,S_c,4100,4,4083,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,421,switch,S_c,4101,2,4084,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,423,switch,S_c,4102,2,4084,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,444,switch,S_c,4103,12,4094,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,448,switch,S_c,4104,5,4087,0.0386,0.0000,0.0386,0,,,,0.1414,,0
SportsMOT,V083,448,switch,S_c,4105,13,4081,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,483,switch,S_c,4106,16,4098,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,501,switch,S_c,4107,10,4090,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,590,switch,S_r,4103,5,4104,0.9304,0.4828,0.4475,0,0.7682,1.664479,0.0130,0.0561,1.0,0
SportsMOT,V083,590,switch,S_r,4104,12,4103,0.9470,0.4419,0.5051,0,0.9016,1.069522,0.0261,0.0585,1.0,0
SportsMOT,V083,611,switch,S_c,4109,0,4080,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,674,switch,S_c,4110,4,4100,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,677,switch,S_c,4111,10,4107,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,699,switch,S_c,4112,15,4097,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,704,switch,S_r,4113,16,4106,0.9257,0.0000,0.9257,0,,,0.0213,0.0616,0.0,0
SportsMOT,V083,718,switch,S_c,4114,6,4086,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,746,switch,S_c,4116,21,4108,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,750,switch,S_c,4117,10,4111,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,750,switch,S_c,4118,11,4092,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,750,switch,S_c,4121,12,4104,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,750,switch,S_c,4119,16,4113,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,750,switch,S_c,4124,21,4116,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,755,switch,S_c,4142,1,4088,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,758,switch,S_c,4149,5,4103,0.0000,0.0000,0.0000,0,,,,0.1414,,0
SportsMOT,V083,760,switch,S_c,4152,6,4114,0.0000,0.0000,0.0000,0,,,,0.1414,,0
